sentence,cleanliness_presence,comfort_presence,amenities_presence,staff_presence,value_presence,wifi_presence,location_presence,other_presence
Convenzione a prezzi interessanti con parcheggio custodito distante 3 minuti a piedi.,0,0,1,0,1,0,0,0
sfogliatella ottima ricotta ottima,0,0,1,0,0,0,0,0
"ascensore vecchio , molto vecchio",0,0,1,0,0,0,0,0
Le camere sono veramente confortevole,0,1,0,0,0,0,0,0
"Camera  carina, accogliente, pulita, buon set di cortesia.",1,1,0,0,0,0,0,0
"Sia in accomodation  30 minuti di attesa per avere la camera dopo aver indicato il mio orario di arrivo, risposte fredde ed arroganti  sia sul breakfast dove io e la mia famiglia ci siamo dovuti dividere a causa della confusione e cattiva organizzazione.",0,0,1,1,0,0,0,0
Portafinestra del 1918 che non si chiudeva.,0,1,0,0,0,0,0,0
Mi è piaciuto tutto,1,1,1,1,1,1,1,1
Ottima posizione a ridosso della zona pedonale.,0,0,0,0,0,0,1,0
Nella nostra camera tripla il terzo letto non è risultato quello delle foto ma una rete con materasso piuttosto scomodo,0,1,0,0,0,0,0,0
"Il mio giudizio è una quasi sufficienza solo perchè viaggiavo con mio figlio, un adulto di 29 anni, che   come me   ha un buon spirito di adattamento.",0,0,0,0,1,0,0,0
L'architettura e il contesto,0,0,0,0,0,0,0,1
parcheggio non presente in struttura e quindi proibitivo se si viaggi in macchina.,0,0,1,0,0,0,0,0
"Il costo finale è stato maggiorato in prima battuta di 1.5 volte dopo la mia osservazione e attribuendo un errore al sistema il costo totale è stato comunque di 20,euro in più sul totale amen .",0,0,0,0,0,0,0,1
Arredamento camera un po  old,0,0,0,0,0,0,0,1
"Per il resto, è stato silenzioso nonostante si trovi in pieno centro storico",0,1,0,0,0,0,0,0
Nonostante l'intervento dello staff dell'albergo per risolvere il problema del riscaldamento  acqua calda  senza alcun successo.,0,1,0,0,0,0,0,0
"Il reparto bagno molto migliorabile, ventola aspirazione molto rumorosa, cabina doccia plasticosa,lavandino non stabile.",0,1,0,0,0,0,0,0
posizione con vista strepitosa terrazza magnifica con ottima colazione  personale ottimo,0,0,1,1,0,0,1,0
Stanza per fumatori senza posacenere,0,0,1,0,0,0,0,0
In pieno centro storico  posizione strategica per visitare la città.,0,0,0,0,0,0,1,0
"La posizione e la stanza, la cordialità dello staff",0,1,0,1,0,0,1,0
Assenza di ciabattine e spazzolino da camera   mi è stato spiegato che il servizio sopra detto non è previsto nelle camere standard  ritengo che non possa essere motivo di qualifica di una camera standard o gold.,0,0,1,0,0,0,0,0
"La camera scelta, una singola con letto matrimoniale, è dotata anche di un piccolo terrazzino  molto pulita e silenziosa la notte.",1,1,0,0,0,0,0,0
Lo staff è super cordiale e disponibile.,0,0,0,1,0,0,0,0
Staff gentile ma forse un po' inesperto.,0,0,0,1,0,0,0,0
"Pareti troppo sottili , le persone delle altre camere sembrano stare nella tua stanza.",0,1,0,0,0,0,0,0
"Accoglienza lenta  per avere camera con vista parziale mare, molte insistenze.",0,0,0,1,0,0,1,0
Croissant non buoni come altre volte.,0,0,1,0,0,0,0,0
Non corrisponde al rapporto qualità prezzo,0,0,0,0,1,0,0,0
La colazione è ottima e abbondante  non manca proprio niente .,0,0,1,0,0,0,0,0
"Letto matrimoniale costituito da due letti singoli, e dormendo durante la notte si spostavano e rischiavamo di caderci in mezzo.",0,1,0,0,0,0,0,0
palazzo moltp bello con ampi saloni e camere spaziose,0,1,0,0,0,0,0,1
Purtroppo il continuo passaggio degli ospiti dell'hotel disturba la quiete interna delle camere e si rischia di essere svegliati e disturbati dal passaggio di altri ospiti vicino la porta di ingresso della propria camera.,0,1,0,0,0,0,0,0
La camera e la struttura non è assolutamente come nelle foto.,0,0,0,0,1,0,0,0
La posizione è stupenda.,0,0,0,0,0,0,1,0
Alcuni arredi sono datati e presentano i segni del tempo.,0,1,0,0,0,0,0,0
La camera è molto rumorosa e la mattina si è svegliati presto dal tramestio della sala colazione insufficiente per il numero di ospiti,0,1,1,0,0,0,0,0
personale cortese e disponibile.,0,0,0,1,0,0,0,0
"Camera super confortevole e letto super comodo, colazione grande scelta e buona, ma non eccelsa  a voler essere puntigliosi .",0,1,1,0,0,0,0,0
Staff disponibile e gentile.,0,0,0,1,0,0,0,0
Il personale molto gentile che ti da tutte le informazioni necessarie a muoverti.,0,0,0,1,0,0,0,0
Colazione ottima e complimenti allo staff delle colazioni x la pazienza e la disponibilità.,0,0,1,1,0,0,0,0
Stanza pulita e spaziosa con frigo bar Staff gentile e accogliente Prima colazione compresa e di buona qualità,1,1,1,1,0,0,0,0
Colazione buona e servizio eccellente,0,0,1,0,0,0,0,0
Così dovrebbero essere gli ostelli oggi,0,0,0,0,0,0,0,1
Tutto il contenuto del frigobar puzzava di muffa.,1,0,0,0,0,0,0,0
"Struttura accogliente, appena ristrutturata, camere ampie, buona colazione.",0,1,1,0,0,0,0,1
"La pulizia, lo stato dell'intero appartamento, poca illuminazione stile night club della reception, da rivedere molte, tantissime cose che renderebbero veramente una bella sistemazione a Milano.",1,1,0,0,0,0,0,1
Ottimo rapporto qualità prezzo....E posizione perfetta per visitare Bilogna.....Ci ritornerei...,0,0,0,0,1,0,1,0
"auspico maggiore gentilezza personale di reception, colazione da implementare",0,0,1,1,0,0,0,0
francamente non è la struttura da consigliare.,0,0,0,0,0,0,0,1
"Colazione mancano prosciutto crudo, prodotti per celiaci e bio.",0,0,1,0,0,0,0,0
"Stanza molto grande, un pò scarna di arredamento.",0,1,0,0,0,0,0,1
Segnale WiFi non arrivava in camera,0,0,0,0,0,1,0,0
Qualche trascuratezza sugli impianti.,0,0,0,0,0,0,0,1
"Camera molto silenziosa con bagno moderno, letto grande e materasso comodo.",0,1,0,0,0,0,0,0
camera poco spaziosa e tv minuscola,0,1,0,0,0,0,0,0
"Camera grande , spaziosa ottimo per la famiglia",0,1,0,0,0,0,0,0
"posizione ottima, staff molto gentile, stanza pulita.",1,0,0,1,0,0,1,0
La colazione termina troppo presto  ed il parcheggio non é gratuito,0,0,1,0,0,0,0,0
Ambiente moderno e funzionale nonostante il design anni 70.,0,1,0,0,0,0,0,0
"La camera con la finestra che dava nello scandinato   non segnalato  , i camerieri a colazione   seccati e poco cordiali.",0,0,1,1,0,0,1,0
"posizione ottima, staff gentile, materassi comodi, camera pulita",1,1,0,1,0,0,1,0
"La posizione che, volendo visitare Napoli con i mezzi pubblici o a piedi, avevamo valutato e la scelta si è rivelata giusta.",0,0,0,0,0,0,1,0
Non adatto a coppie o famiglie più indicato per congressi,0,0,0,0,0,0,0,1
posizione silenziosita' delle camere che sono molto ampie con letto a tre piazze,0,1,0,0,0,0,1,0
"Posizione centrale, vicino alla Metro, l'hotel occupa un piano di un vecchio palazzo, ma le sono finestre ben insonorizzate, tutto è nuovo e pulito, il personale gentile, premuroso e cortese.",0,1,0,1,0,0,1,0
"Posizione ottima, appena 2 minuti a piedi dall'uscita della stazione",0,0,0,0,0,0,1,0
"Due cuscini  uno morbido ed uno duro, bollitore e the tisane gratuiti in camera e nella hall.",0,1,1,0,0,0,0,0
"Ottima posizione, in zona tranquilla e comoda per raggiungere il centro di Napoli anche con i mezzi pubblici.",0,0,0,0,0,0,1,0
Mancanza di parcheggio auto,0,0,1,0,0,0,0,0
Zona periferica ma silenziosa con autobus pubblico di fronte per raggiungere stazione centrale.,0,0,0,0,0,0,1,0
"l unico neo dell hotel ...le finestre senza serrande o tapparelle ma solo con una tenda bianca scorrevole ,quindi quando sorge il sole ti svegli pure tu  SCANDALO",0,1,0,0,0,0,0,0
Purtroppo anche gli affreschi nella sala della colazione denotano un pessimo stato conservativo dell immobile.,0,0,0,0,0,0,0,1
snack in camera costosissimi.,0,0,1,0,1,0,0,0
"Colazione buona, con buona varietà di prodotti.",0,0,1,0,0,0,0,0
Ottimissima la posizione alla stazione e la camera è ben fornita,0,1,0,0,0,0,1,0
"Il servizio in camera la sera lascia alquanto a desiderare, sia per la difficoltà a contattare telefonicamente il ristorante che per la qualità dei cibi serviti.",0,0,1,0,0,0,0,0
"Colazione di ottima qualità, varia e molto ricca",0,0,1,0,0,0,0,0
Attenzione dalla parte dell personale,0,0,0,1,0,0,0,0
Colazione ottima con torte croissant frutta ecc.,0,0,1,0,0,0,0,0
Comodo per raggiungere l'ospedale Maggiore,0,0,0,0,0,0,1,0
la colazione nn vale i 15 euro spesi a testa,0,0,1,0,1,0,0,0
"Camera caldissima, nonostante abbia spento il riscaldamento ed aperto le finestre per qualche ora in mia assenza una volta chiuse le finestre la temperatura in camera non scendeva mai sotto i 26 gradi.",0,1,0,0,0,0,0,0
Al mattino quando apre la gente è in fila davanti alle porte e poi bisogna fare le corse per accaparrarsi il lettino o la sdraio.,0,0,1,0,0,0,0,0
Vista spettacolare  Colazione abbondante e buonissima.,0,0,1,0,0,0,1,0
La posizione centrale  via Chiaia  è vantaggiosa per avere a portata di mano il centro storico nel tempo libero.,0,0,0,0,0,0,1,0
Purtroppo in entrambe i soggiorni l'aria condizionata in camera non funzionava molto bene e c'era un gran caldo umido,0,1,1,0,0,0,0,0
Veramente ottima la colazione,0,0,1,0,0,0,0,0
"PS  verificare la carta di credito , non vuol dire bloccare i soldi di un vostro cliente per 2 mesi, visto che tra l'altro era disponibile l'opzione  cancellazione gratuita fino a 48 ore prima del check in .",0,0,0,0,0,0,0,1
inoltre era situato in una zona battuta da lucciole che contribuivano ad aumentare gli stessi con suonate di clacson da parte dei passanti e dei clienti.,0,0,0,0,0,0,1,0
"Stanza piccola, ma comfortevole  wi fi, sky e aria condizionata.",0,1,1,0,0,1,0,0
Bagno cieco senza bidet,0,1,0,0,0,0,0,0
"la posizione, la colazione ampia e variegata",0,0,1,0,0,0,1,0
Posizione ottima per visitare Napoli centro.,0,0,0,0,0,0,1,0
"La posizione eccezionale, al centro di Napoli e a due passi dalla metro.",0,0,0,0,0,0,1,0
Aria condizionata non perfettamente funzionante.,0,1,0,0,0,0,0,0
Ma nel complesso siamo stati molto bene,0,0,0,0,0,0,0,1
"non c'era l'acqua calda, nemmeno un punto di appoggio per i cappotti o una sedia, in generale un ambiente un pò tetro.",0,1,0,0,0,0,0,0
Arredi molto usati e colazione con prodotti surgelati...,0,0,1,0,0,0,0,1
Struttura un po  datata,0,0,0,0,0,0,0,1
Camera e bagno spaziosi e puliti,1,1,0,0,0,0,0,0
Tutto il personale molto gentile,0,0,0,1,0,0,0,0
Prenotato per due ospiti ma nella stanza trovo solo un accapatoio.,0,1,0,0,0,0,0,0
se devo fare un'appunto colazione non all'altezza dell'hotel .,0,0,1,0,0,0,0,0
"Siamo arrivate alle 3 00 del mattino e, dopo aver suonato svariate volte, un uomo è venuto ad aprirci e ci ha condotte nella  Hall , uno spazio fatiscente dal cattivo odore.",1,0,0,1,0,0,0,0
"la posizione è perfetta, cordialità dello staff top",0,0,0,1,0,0,1,0
"Staff molto gentile, ci è stato anche offerto free upgrade a camera migliore  la colazione non c'è però vengono offerti caffè e cornetto alla reception.",0,0,1,1,0,0,0,0
ha bisogno di una ristrutturazione immediata,0,1,0,0,0,0,0,0
"Stanza spaziosa, con tv, minibar, poltrona e scrivanie.",0,1,1,0,0,0,0,0
"Ci è stato offerto un upgrade gratuito  la camera assegnataci era comoda, spaziosa, pulita, dotata di ogni comfort e silenziosa.",1,1,0,0,0,0,0,0
credo che in alcune parti comuni l'hotel avrebbe bisogno di un rinnovamento,0,0,0,0,0,0,0,1
"Avevo letto di un'abbondante colazione, invece al bar convenzionato é disponibile solo una bevanda e una brioche.",0,0,1,0,0,0,0,0
In stanza c era un pilastro da aggirare in fondo al letto non ho capito bene come e' stata disegnata la stanza...,0,1,0,0,0,0,0,0
UBICAZIONE PRATICA PER LA VICINANZA ALLA STAZIONE CENTRALE E ALLA METRO    VALE ANCHE CONSIDERARE IL  BUON PREZZO,0,0,0,0,1,0,1,0
Camere un po' antiquate,0,0,0,0,0,0,0,1
"Molti rumori, già dalle 7.30 del mattino.",0,1,0,0,0,0,0,0
Non lo consiglio assolutamente se non a persone di pochissime pretese.,0,0,0,0,0,0,0,1
"Comoda posizione, accanto alla stazione e vicino al centro.",0,0,0,0,0,0,1,0
Corso Umberto I è molto trafficata ma le stanze sono ben insonorizzate,0,1,0,0,0,0,0,0
Camera molto spaziosa e pulita.,1,1,0,0,0,0,0,0
"La doccia in camera era rotta, l'acqua schizzava in alto e finiva ovunque.",0,1,0,0,0,0,0,0
ci hanno fatto trovare delle brioches sul bancone del bar e dell'acqua.,0,0,1,0,0,0,0,0
"Colazione troppo standard, per chi ha attenzione al cibo.",0,0,1,0,0,0,0,0
Il parcheggio gratuito e sempre disponibile.,0,0,1,0,0,0,0,0
Elegante,0,0,0,0,0,0,0,1
La camera necessità di qualche piccola manutenzione.,0,0,0,0,0,0,0,1
Mi era stata assegnata una stanza con vista sulla scala antincendio con scarsissima luce anche in pieno giorno.,0,0,0,0,0,0,0,1
"una buona colazione, situato in un posto strategico se vai per la fiera",0,0,1,0,0,0,1,0
Colazione buona e abbondante,0,0,1,0,0,0,0,0
La vista dal balcone di sera è molto suggestiva.,0,0,0,0,0,0,0,1
Le camere ben arredate,0,1,0,0,0,0,0,0
"Staff molto gentile, possibilità di parcheggio nelle vicinanze recintato, disponibilità di ceck in out posticipato.",0,0,1,1,0,0,0,0
L'edificio in cui è situato l'hotel è piuttosto fatiscente.,0,1,0,0,0,0,0,0
La posizione spettacolare  difronte al castel dell'ovo.,0,0,0,0,0,0,1,0
stanza di dimensioni abbondanti,0,1,0,0,0,0,0,0
Avevamo una camera con letto supplementare per la bambina e dopo una notte il letto si è rotto e non hanno trovato di meglio che dividerci in due camere  naturalmente senza supplemento di prezzo ...assurdo.,0,0,0,0,0,0,0,1
"Ottima colazione ricca e buona, staff molto gentile.",0,0,1,1,0,0,0,0
Non fanno la colazione non esiste un bar.,0,0,1,0,0,0,0,0
"Ognuno dispone gratuitamente di un armadietto, non troppo grande ma considerate che un eastpack ci entra se piegato un po', all'interno del quale c'è un'altra presa, in caso vogliate lasciare qualcosa in carica al sicuro.",0,1,0,0,0,0,0,0
Letto abbastanza grande e comodo.,0,1,0,0,0,0,0,0
Abbiamo dovuto chiedere una nuova pulizia della stanza.,1,0,0,0,0,0,0,0
"camera spaziosa e pulitissima, culla gratis per bimbo e colazione ottima.",1,1,1,0,0,0,0,0
"spartano, soprattutto la doccia e letto.",0,1,0,0,0,0,0,0
Solo la posizione vicino alla stazione.,0,0,0,0,0,0,1,0
Prezzi un po altini,0,0,0,0,1,0,0,0
"Letto comodissimo, ottima colazione, posizione perfetta.",0,1,1,0,0,0,1,0
L' arredamento non è il massimo è le stanze sono un po' piccole ma il bagno in compenso è molto ampio e ben attrezzato,0,1,0,0,0,0,0,0
Posizione ottima e grande professionalità generale.,0,0,0,1,0,0,1,0
camere spoglie e non pulite in maniera decente.,1,1,0,0,0,0,0,0
"Vicinissimo alla stazione, accanto alla metro   posizione molto comoda, bagno privato.",0,1,0,0,0,0,1,0
"Stanza mignon, difficile starci in due.",0,1,0,0,0,0,0,0
Colazione a buffet straordinaria per tutti i gusti.,0,0,1,0,0,0,0,0
"Aspiratore del bagno centralizzato e molto rumoroso, staff non proprio molto cordiale e disponibile.",0,1,0,1,0,0,0,0
Letto con materasso molle che si affossava verso l'interno.,0,1,0,0,0,0,0,0
"La colazione mi ha deluso, mi aspettavo un qualcosa in più.",0,0,1,0,0,0,0,0
La camera era molto spaziosa.,0,1,0,0,0,0,0,0
"Struttura da poco totalmente ristrutturata, moderna ed efficiente.",0,0,0,0,0,0,0,1
I colori in camera di letto non erano ben abinato.,0,0,0,0,0,0,0,1
presenti 2 rotoli di carta igienica  piccola accortezza apprezzata dai più .,0,1,0,0,0,0,0,0
Camera spaziosa con buoni arredi moderni il bagno un po datato ma pulito ed in ordine .,1,1,0,0,0,0,0,0
"La pulizia, in camera c'erano vistose ragnatele e il letto aggiunto per mia figlia era molto scomodo, Un lato dell'albergo e ' abbandonato e molto trascurato",1,1,0,0,0,0,0,0
"Mi hanno detto di parcheggiare sotto e il giorno dopo mi hanno chiesto 11  X una notte, menomale che scrivono posto auto gratuito",0,0,1,0,0,0,0,0
"La struttura era bruttina, corridoi stretti e lunghi, camera senza finestra, carta da parati brutta",0,0,0,0,0,0,0,1
Buona la qualità del materasso.,0,1,0,0,0,0,0,0
"La colazione, o meglio  la sala colazioni e il personale  non tutti per la verità , si può chiedere un tovagliolo  dopo aver girato e non visti  e sentirsi rispondere   guardi, i tovaglioli sono lì, però se dobbiamo portarle anche i tovaglioli stiamo freschi Vorrei dire al cameriere in questione, che se per fare colazione bisogna fare la fila come in una squallidissima mensa aziendale e lui va in panne, non deve prendersela con i clienti  Senza contare che gli altri ospiti del gruppo arrivati alle 9,30 circa, non hanno trovato quasi più niente.",0,0,1,1,0,0,0,0
"Quando mi sono lamentato, mi hanno detto che era la loro camera migliore   ..................... Il bagno non aveva neanche un bicchiere per gli spazzolini nè una mensolina per riporre un deodorante.",0,1,1,0,0,0,0,0
Peccato per le ante del box doccia che non si chiudevano.,0,1,0,0,0,0,0,0
Del televisore si vedeva solo un canale.,0,1,0,0,0,0,0,0
"Il parcheggio all'esterno, piccolo e sempre pieno, ti obbliga ad usufruire del parcheggio sotterraneo a pagamento.",0,0,1,0,0,0,0,0
"A parte la superficia maggiore, la suite non ha niente di particolare.",0,0,0,0,0,0,0,1
"Posizione ottimale per eventuali impegni di lavoro in zona Fiera, mentre il centro dista 25 30 minuti a piedi.",0,0,0,0,0,0,1,0
"Camere piccole, colazione scarsa.",0,1,1,0,0,0,0,0
Palestra piccola con pochi attrezzi.,0,0,1,0,0,0,0,0
"Difficoltà nel regolare il riscaldamento in stanza, faceva infatti molto caldo.",0,1,0,0,0,0,0,0
Stanza confortevole ben arredata e dotata di ogni confort,0,1,0,0,0,0,0,0
Le stanze sono pulite e le superior ampie.,1,1,0,0,0,0,0,0
Ma il peggio è che questa tromba delle scale antincendio era mal tenuta.,0,0,0,0,0,0,0,1
Ottima posizione per chi arriva dalla Stazione Centrale raggiungibile a piedi in 4 minuti.,0,0,0,0,0,0,1,0
Si trova a pochi passi da piazza plebiscito.,0,0,0,0,0,0,1,0
"Posizione in una strada privata, Zona tranquilla e vicino la metro verde Piola o Lambrate.",0,0,0,0,0,0,1,0
Gentilezza e disponibilità dello staff.,0,0,0,1,0,0,0,0
La vista dal balcone,0,0,0,0,0,0,1,0
Insomma una notte insonne La colazione comunque potrebbe essere migliore è davvero basica.,0,1,1,0,0,0,0,0
Mancanza di Garage e dover raggiungere a piedi quello convenzionato camminando lungo la strada trafficata e con poco marciapiedi.,0,0,1,0,0,0,0,0
"Servizio inesistente, abbiamo chiesto due cuscini, visto che quelli in camera erano praticamente delle federe, ma non sono mai arrivati.",0,1,0,1,0,0,0,0
Il frigobar troppo piccolo per metterci alimenti.,0,0,1,0,0,0,0,0
Pulizia degli ambienti meticolosa.,1,0,0,0,0,0,0,0
Bagno piccolo e con odori non proprio esaltanti,1,1,0,0,0,0,0,0
"La disponibilità e gentilezza dello staff, in particolare del portiere di notte.",0,0,0,1,0,0,0,0
"Ho alloggiato in una struttura esterna da quella riportata sul sito, locale fatiscente, con i cassonetti della spazzatura nel portone, bagno talmente piccolo che poteva entrarci solo un anoressico, colazione prevista al bar cinese situato all'angolo della strada  e neanche ho mangiato x lo schifo .",0,1,1,0,0,0,0,0
"Colazione molto fornita, con cibi freschi.",0,0,1,0,0,0,0,0
"Quando sono sceso per la colazione, alle ore 8.30, non c'era nulla di disponibile  era finito tutto, coda anche per prendere una tazza di acqua calda per farsi il the.",0,0,1,0,0,0,0,0
"Ideale per passare qualche giorno di relax in un' oasi di pace, anche se ubicata in una zona ben collegata per il centro di Napoli e i campi flegrei.",0,0,0,0,0,0,1,0
"La posizione vicina alla metro, seppure dopo una certa ora è sconsigliato uscire.",0,0,0,0,0,0,1,0
Posizione ottima e staff cordialissimo,0,0,0,1,0,0,1,0
"Il letto matrimoniale era immenso, ed il bagno molto ben curato con tanto di vasca adatta a due persone.",0,1,0,0,0,0,0,0
Personale gentilissimo e disponibile.,0,0,0,1,0,0,0,0
Camera pulita e cambi asciugamani giornalieri.,1,0,0,0,0,0,0,0
il titolare mi ha aggredito in maniera molto forte per aver parcheggiato la macchina fuori dal albergo per pochi minuti.,0,0,0,1,0,0,0,0
Non mi è piaciuto dover lasciare la camera prima nonostante il check out tardivo.,0,0,1,1,0,0,0,0
"Le camere sono tutto sommato mediocri, datate e poco spaziose  anche opzionando una Superior , il WI FI gratuito a 1Mbps è una presa in giro  la colazione non è molto varia ed è orientata principalmente al  Dolce .",0,1,1,0,0,1,0,0
"La mancanza di alcuni prodotti freschi di qualità a colazione  pane, cereali, marmellate ecc.",0,0,1,0,0,0,0,0
Del personale sempre disponibile  a dare consigli e informazioni,0,0,0,1,0,0,0,0
La cortesia del personale e l'ubicazione,0,0,0,1,0,0,1,0
La professionalita' e la gentilezza del personale  l' ottima qualita' del ristorante.,0,0,1,1,0,0,0,0
"I croissant erano comunque buoni, i succhi di frutta un pò annacquati.",0,0,1,0,0,0,0,0
La colazione è molto varia.,0,0,1,0,0,0,0,0
Lo staff è molto disponibile e alla mano.,0,0,0,1,0,0,0,0
Non mi è piaciuto il bagno cieco e la mancanza di appendini per i teli...,0,1,0,0,0,0,0,0
La posizione è buona per chi arriva in auto  il parcheggio semplice.,0,0,0,0,0,0,1,0
Ristoranti consigliati  in zona  ottimi.,0,0,0,0,0,0,0,1
"Stanza molto bella, grande e pulita",1,1,0,0,0,0,0,0
"Purtroppo il Wi fi non funzionava bene, nonostante abbia contattato la reception il problema non si è risolto.",0,0,0,1,0,1,0,0
qualche piccola accortezza in più renderebbero il soggiorno e l'offerta migliore,0,0,0,0,0,0,0,1
Pulizia molto superficiale al limite della decenza.,1,0,0,0,0,0,0,0
Rumoroso sia fuori che dentro.,0,1,0,0,0,0,0,0
"La colazione è ricca, varia e buona",0,0,1,0,0,0,0,0
Latte delle macchinette self sapore molto cattivo.,0,0,1,0,0,0,0,0
Lo staff molto gentile,0,0,0,1,0,0,0,0
Comodo ed economico il posteggio a disposizione.,0,0,1,0,1,0,0,0
"Nella prenotazione ho chiesto il posto auto compreso, ma all'ultimo momento sono stato avvisato che nn era possibile ,per problemi nn chiari , e mi hanno dirottato in un parcheggio convenzionato ma a pagamento",0,0,1,0,0,0,0,0
Ottima posizione per chi arriva in treno.,0,0,0,0,0,0,1,0
Disponibilità e professionalità dello Staff.,0,0,0,1,0,0,0,0
"Il materasso é scomodo, troppo morbido.",0,1,0,0,0,0,0,0
"La temperatura del locali colazione un po troppo fredda, ma forse è una cosa rara a Napoli.",0,1,0,0,0,0,0,0
"La vicinanza al centro città  ,la cordialità dello staff",0,0,0,1,0,0,1,0
"Non funzionava la ventola in bagno, senza finestre è un problema.",0,1,0,0,0,0,0,0
Colazione buona e varia.,0,0,1,0,0,0,0,0
In bagno rubinetteria e sanitari datati.,0,0,0,0,0,0,0,1
Il prezzoper lestelle 3 410 euro una notte e' eccessivo... Non c e' fiera che tenga,0,0,0,0,1,0,0,0
in bagno mancava tutto  pettine spazzolino dentifricio cuffia rasoio puliscarpe .....in compenso personale gentilissimo .,0,0,1,1,0,0,0,0
Bellissima la vista sul Golfo dalla terrazza dove si fa colazione e si trova il ristorante.,0,0,0,0,0,0,1,0
"La gentilezza del personale, sempre disponibile.",0,0,0,1,0,0,0,0
Camera senza ciabatte monouso,0,0,1,0,0,0,0,0
La colazione era ottima e abbondante,0,0,1,0,0,0,0,0
Non c'era alcuna possibilità di fare colazione neppure a pagamento.,0,0,1,0,0,0,0,0
Posizione vicino alla stazione,0,0,0,0,0,0,1,0
Isolamenti accuativo insufficiente   stanza 207,0,1,0,0,0,0,0,0
Notevole la sala colazione,0,0,0,0,0,0,0,1
"La colazione, non all'altezza della struttura.",0,0,1,0,0,0,0,0
"Hotel facile da raggiungere,  parcheggio auto coperto a disposizione , centro pedonale a soli 10 minuti a piedi  molto vicino a porta San Vitale , personale molto gentile e disponibile , WiFi funziona molto bene in tutta la struttura, piano doccia molto grande.",0,1,0,1,0,1,1,0
mi è stata data un  altra camera nella sede principale di viennese due ma comunque continuava a darmi un senso di non sicurezza.,0,1,0,0,0,0,0,0
"Staff gentile e cordiale,camera accogliente pulita e silenziosa.",1,1,0,1,0,0,0,0
Non funzionava a dovere lo scarico della doccia.,0,1,0,0,0,0,0,0
"Terrazzo, anch esso pieno di buste della spazzatura e secchi di piuttura, dal quale si poteva accedere sia dalla camera che da fuori.",1,0,0,0,0,0,0,0
"Wifi gratuito lento, il servizio di colazione termina alle 10 00",0,0,1,0,0,1,0,0
Non vi è un'entrata dedicata.,0,0,0,0,0,0,0,1
"Abbiamo soggiornato in una struttura adiacente al Buonhotel, appartenente allo stesso gestore ma nessuno ci ha dato spiegazioni in merito all'arrivo.",0,0,0,0,0,0,0,1
colazione  leggermente carente,0,0,1,0,0,0,0,0
Rifornimento frigo bar nn era giornaliero,0,0,1,0,0,0,0,0
Colazione buona  a self service ...camere pulite personale gentile,1,0,1,1,0,0,0,0
La logistica dell'hotel lascia a desiderare ... per raggiungere le camere bisogna prendere un ascensore a cui si accede fuori dalla hall lento e non confortevole.,0,1,1,0,0,0,0,0
Quindi la tariffa bassa in realtà non è reale...mi è parsa una gestione poco chiara,0,0,0,0,0,0,0,1
"piuttosto lontano dal centro, che era difficile da raggiungere senza un'auto propria o un taxi",0,0,0,0,0,0,1,0
Isolamento acustico tra camere non adatto,0,1,0,0,0,0,0,0
E porte camera poco insonorizzata.,0,1,0,0,0,0,0,0
Ideale pe rvisitare ilc entro di Bologna,0,0,0,0,0,0,1,0
Purtroppo davvero una brutta esperienza.,0,0,0,0,0,0,0,1
"Un team dovrebbe visitare le stanze con frequenza per ovviare alle piccole disfunzioni   es. il neon del bagno, lo sciacquone, l'aria condizionata funzionante ad intermittenza, la cassaforte in tilt ....",0,0,1,0,0,0,0,0
"L'impressione che mi ha dato è di quei motel dove si portano le prostitute  Si è vero, con  44  in realtà  46 anche se i  2 della tassa di soggiorno li ho pagati in contanti perché il receptionist mi ha detto che al comune li vogliono così  non mi potevo aspettare chissà cosa, ma quanto meno il minimo sindacale lo pretendo  chiaramente la colazione potevo farla alla macchinetta del caffè con annesso distributore automatico di merendine e niente acqua naturale, solo frizzante.",0,1,1,1,1,0,0,0
"Quando ho richiesto indietro il foglio il giorno dopo non solo non l'hanno trovato, ma non hanno neppure saputo dirmi chi l'aveva usato.",0,0,0,1,0,0,0,0
Staff molto disponibile e cortese.,0,0,0,1,0,0,0,0
Lo staff è gentilissimo e l'albergo è molto pulito.,1,0,0,1,0,0,0,0
L unica cosa positiva era la posizione rispetto al centro  Era comodo per raggiungere il centro città anche a piedi.,0,0,0,0,0,0,1,0
L'ospitalità alla reception e la stanza della prima colazione all'ultimo piano con vista su Napoli.,0,0,0,1,0,0,1,0
"La gentilezza e disponibilità dello staff alla reception e in sala colazione, la pulizia e grandezza della stanza, la posizione ottima della struttura.",1,1,0,1,0,0,1,0
Personale gentile e disponibile.,0,0,0,1,0,0,0,0
"Posizione strategica, ottima location.",0,0,0,0,0,0,1,0
Cortesia e disponibilità a bue passi dal centro,0,0,0,1,0,0,1,0
camera un po' piccola ma lo sapevo al momento della prenotazione,0,1,0,0,0,0,0,0
La colazione abbastanza scadente molto generica,0,0,1,0,0,0,0,0
Anche se personale molto disponibile e gentile.,0,0,0,1,0,0,0,0
La mia camera era praticamente senza finestra.,0,1,0,0,0,0,0,0
6  Scarsa Pulizia,1,0,0,0,0,0,0,0
"Ultima nota negativa ho dovuto fare la doccia fredda al mattino per 3 giorni su 4 di permanenza, per assenza di acqua calda.",0,1,0,0,0,0,0,0
rifiniture della doccia poco pulite e rovinate.,1,0,0,0,0,0,0,0
